Species,Region,Locality,Sex,Date,Ecology,Collector,Collection 
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NN,"West Coast, Millerton",f,13/10/70,Swept ex bush Millerton,SL Smith,LC
Lasioglossum sordidum,NN,"West Coast, Millerton",f,13/10/70,Swept ex bush Millerton,SL Smith,LC
Lasioglossum sordidum,NN,"West Coast, Millerton",f,13/10/70,Swept ex bush Millerton,SL Smith,LC
Lasioglossum sordidum,NN,"West Coast, Millerton",f,13/10/70,Swept ex bush Millerton,SL Smith,LC
Lasioglossum sordidum,MC,DSIR Lincoln,f,15/10/70,,KG Somerfield,
Lasioglossum sordidum,MC,DSIR Lincoln,f,15/10/70,,KG Somerfield,
Lasioglossum sordidum,MC,DSIR Lincoln,f,15/10/70,,KG Somerfield,
Lasioglossum sordidum,SC,Geraldine,f,15/10/70,Ceanothus,BJ Donovan,
Lasioglossum sordidum,SC,Geraldine,f,15/10/70,Ceanothus,BJ Donovan,
Lasioglossum sordidum,SC,Geraldine,f,15/10/70,Ceanothus,RP MacFarlane,
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,NC,"Waipara, Hunua",f,21/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,MC,Lincoln College,f,22/10/70,K_whai sp. (sophora sp.),BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,22/10/70,K_whai sp. (sophora sp.),BJ Donovan,
Lasioglossum sordidum,NC,"Waipara Co, Gebbies Pass Valley",f,23/10/70,Phormium tenax,BJ Donovan,
Lasioglossum sordidum,,Gebbies Pass Valley,f,23/10/70,Phormium tenax,BJ Donovan,
Lasioglossum sordidum,,Gebbies Pass Valley,f,23/10/70,Phormium tenax,BJ Donovan,
Lasioglossum sordidum,,Gebbies Pass Valley,f,23/10/70,Phormium tenax,BJ Donovan,
Lasioglossum sordidum,,Gebbies Pass Valley,f,23/10/70,Phormium tenax,BJ Donovan,
Lasioglossum sordidum,BR,"Okari River, Cape Foulwind",f,29/10/70,,Ent Dept Field Trip,LC
Lasioglossum sordidum,BR,"Bullock Creek, Punakaiki",m,30/10/70,,Ent Dept Field Trip,
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,"Castaway Camp, Three Kings Is.",f,01/11/70,,Ent Division,DSIR
Lasioglossum sordidum,ND,Castaway Camp 3 Kings,m,01/11/70,,,Ent Div DSIR
Lasioglossum sordidum,ND,Castaway Camp 3 Kings,m,01/11/70,,,Ent Div DSIR
Lasioglossum sordidum,,"Three Kings Islands, Castaway Camp",m,Nov-70,,GW Ramsay,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Castaway Camp",m,Nov-70,,GW Ramsay,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Castaway Camp",m,Nov-70,,GW Ramsay,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Castaway Camp",m,Nov-70,,GW Ramsay,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,,"Three Kings Islands, Great I",m,Nov-70,,J McBurney,NZAC
Lasioglossum sordidum,MB,Omaka nr Blenheim (MB),f,03/11/70,Cytisus scoparium,BJ Donovan,
Lasioglossum sordidum,MB,Omaka nr Blenheim (MB),f,03/11/70,Cytisus scoparium,BJ Donovan,
Lasioglossum sordidum,MB,Omaka nr Blenheim (MB),f,03/11/70,Cytisus scoparium,BJ Donovan,
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,"Christchurch, Ilam Campus",f,07/11/70,,DS Horning,NZAC
Lasioglossum sordidum,TO,"Taupo, Rotorua thermal area, nr Champagne Pool",f,11/11/70,,R_ Cumber,
Lasioglossum sordidum,TO?,"Rotorua - Taupo thermal area, near Champagne pool",f,11/11/70,,R_ Cumber,
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,15/11/70,On yellow-centrered white composites,PM Johns,PJ
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, Lincoln, DSIR",f,16/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,24/11/70,Cordyline australis,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,24/11/70,Cordyline australis,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Cordyline australis,BJ Donovan,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Capsella bursa-pastoris,KG Somerfield,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Capsella bursa-pastoris,KG Somerfield,
Lasioglossum sordidum,MC,Lincoln College,f,25/11/70,Capsella bursa-pastoris,KG Somerfield,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Ranunculus lappaceus,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Ranunculus lappaceus,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,Craigieburn,f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Tawera Co, Bealey Crag = 17km East Arthur's Pass",f,26/11/70,Prob Hebe brachysiphon,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Canterbury Co, Porters Pass",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Matagouri sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Canterbury Co, Porters Pass",f,26/11/70,Gaultheria crassa ,BJ Donovan,
Lasioglossum sordidum,NC,"Canterbury Co, Porters Pass",f,26/11/70,Gaultheria crassa ,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia snacilenta sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia snacilenta sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia snacilenta sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia snacilenta sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia snacilenta sp.,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia prob. durietzii ,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Celmisia prob. durietzii ,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,Wahlenbergia albomarginata,BJ Donovan,
Lasioglossum sordidum,NC,"Tawera Co, Craigieburn",f,26/11/70,,BJ Donovan,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,28/11/70,Chinese gooseberry,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,28/11/70,Chinese gooseberry,RP MacFarlane,
Lasioglossum sordidum,MC,"Cashmere, Christchurch",m,28/11/70,Sweeping garden grasses and shrubs,PM Johns,PJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,28/11/70,,PM Johns,PMJ
Lasioglossum sordidum,MC,"Cashmere, Christchurch",f,28/11/70,,PM Johns,PMJ
Lasioglossum sordidum,KA,"Annadale, near Waiau",f,29/11/70,Sweeping tussock + manuka flowers,PM Johns ,PJ
Lasioglossum sordidum,KA,"Annadale, near Waiau",f,29/11/70,Sweeping tussock + manuka flowers,PM Johns ,PJ
Lasioglossum sordidum,CO,17km S Omarama,f,08/12/70,Carmichaelia sp.,BJ Donovan,BJD
Lasioglossum sordidum,MK,Burkes Pass,f,08/12/70,Spaniard spp.,BJ Donovan,
Lasioglossum sordidum,MK,Burkes Pass,f,08/12/70,Spaniard spp.,BJ Donovan,
Lasioglossum sordidum,MK,Burkes Pass,f,08/12/70,Spaniard spp.,BJ Donovan,
Lasioglossum sordidum,CO,"Vincent Co, Lindis Gorge",f,10/12/70,Bulbinella sp. (wasps on rock),BJ Donovan,
Lasioglossum sordidum,CO,"Vincent Co, Lindis Gorge",f,10/12/70,Bulbinella sp. (wasps on rock),BJ Donovan,
Lasioglossum sordidum,CO,"Vincent Co, Lindis Gorge",f,10/12/70,Bulbinella sp. (wasps on rock),BJ Donovan,
Lasioglossum sordidum,MB,"Marlborough Co, Blenheim",m,10/12/70,Composh.,BJ Donovan,
Lasioglossum sordidum,MB,Renwick,f,10/12/70,,RP MacFarlane,
Lasioglossum sordidum,MB,"Marlborough Co, Blenheim",m,11/12/70,Senecio sp.,RP MacFarlane,
Lasioglossum sordidum,SD,8?km N Picton MB,f,18/12/70,Manuka,BJ Donovan,
Lasioglossum sordidum,SD,Marlborough Co 8?km N Picton,m,18/12/70,"Manuka, Leptospermum scoparium",BJ Donovan,
Lasioglossum sordidum,SD,Marlborough Co 8?km N Picton,m,18/12/70,"Manuka, Leptospermum scoparium",BJ Donovan,
Lasioglossum sordidum,SD,Marlborough Co 8?km N Picton,m,18/12/70,"Manuka, Leptospermum scoparium",BJ Donovan,
Lasioglossum sordidum,SD,Marlborough Co 8?km N Picton,m,18/12/70,"Manuka, Leptospermum scoparium",BJ Donovan,
Lasioglossum sordidum,CO,Earnscleugh,m,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,Earnscleugh,m,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,Earnscleugh,f,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,Earnscleugh,f,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,Earnscleugh,f,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,Earnscleugh,f,19/12/70,"Hypericum sp, next to alkali bee nest site",BJ Donovan,BJD
Lasioglossum sordidum,CO,"Vincent Co, SI Earnscleugh",m,19/12/70,Hypericum sp,BJ Donovan,
Lasioglossum sordidum,TO,"Whangaroa Co, South edge Lake Taupo",f,21/12/70,,BJ Donovan,
Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,21/12/70,,BJ Donovan,
Lasioglossum sordidum,TO,"Whangaroa Co, South edge Lake Taupo",m,21/12/70,,BJ Donovan,
Lasioglossum sordidum,TO,"Whangaroa Co, South edge Lake Taupo",m,21/12/70,,BJ Donovan,
Lasioglossum sordidum,TO,"Whangaroa Co, South edge Lake Taupo",m,21/12/70,,BJ Donovan,
Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",m,21/12/70,Alkali bee nest site,BJ Donovan,
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,CJ Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,f,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,MC,Christchurch,m,26/12/70,,DS Horning,NZAC
Lasioglossum sordidum,TO,"Whangaroa Co, South edge Lake Taupo",f,27/12/70,,BJ Donovan,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,29/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,29/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,29/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,29/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,29/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,?,Dan's Bridge,f,30/12/70,,SL & DN Smith,LC
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,30/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,30/12/70,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,?,Iwirua (Awarua?) Bay,f,01/01/71,,DN Smith,LC
Lasioglossum sordidum,KA,"Cheviot Co, Conway Flats",f,01/01/71,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,NC,(Cheviot Co.) Conway Flats,m,01/01/71,Ceanothus sp.,RP MacFarlane,
Lasioglossum sordidum,SD,"Picton, Queen Charlotte Drive",m,03/01/71,Swept along roadside,HG McPherson,LC
Lasioglossum sordidum,SD,"Picton, Queen Charlotte Drive",m,03/01/71,Swept along roadside,HG McPherson,LC
Lasioglossum sordidum,SD,"Picton, Queen Charlotte Drive",m,03/01/71,Swept along roadside,HG McPherson,LC
Lasioglossum sordidum,SD,"Queen Charlotte Drive, Picton",f,03/01/71,Swept along roadside,MG McPherson,LC
Lasioglossum sordidum,SD,"Queen Charlotte Drive, Picton",f,03/01/71,Swept along roadside,MG McPherson,LC
Lasioglossum sordidum,SD,"Queen Charlotte Drive, Acton",m,03/01/71,Swept along roadside,MG McPherson,LC
Lasioglossum sordidum,SD,"Queen Charlotte Drive, Acton",m,03/01/71,Swept along roadside,MG McPherson,LC
